distance,mean_per_dist_bin_Temperature,std_per_dist_bin_Temperature,mean_per_dist_bin_Salinity,std_per_dist_bin_Salinity,mean_per_dist_bin_Doxy,std_per_dist_bin_Doxy,mean_per_dist_bin_Nitrate,std_per_dist_bin_Nitrate,mean_per_dist_bin_Pressure,std_per_dist_bin_Pressure,dOtot,dObgc,dObgc_std,dOmix,dOmix_std,dNtot,dNbgc,dNbgc_std,dNmix,dNmix_std,fO,fO_std,fabove,fabove_std,fbelow,fbelow_std,O2sat,O2sat_std
1000,5.679224153955118,0.24297160941838866,34.24939520121813,0.022480690516097534,254.4849513171844,15.563523114820708,24.145624110514323,2.261016941644655,640.2719911027458,89.09614152931867,-26.9096028209992,-10.382364624824868,8.497871486916377,-15.89245053976621,6.025582004269607,2.688124110514323,1.0786872337480398,0.8828959795631062,1.6408702127443022,0.7157386504851962,0.525,0.1137785639620508,0.225,0.05,0.225,0.1146140255871258,304.57199491811366,-1.7221049682950422
2000,5.666282191855194,0.26066111462778835,34.247031351494385,0.02581112604075475,256.35753718254114,14.2103101558439,23.785948157949544,1.464049131498955,603.8777690378903,114.62534137478562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.025,0.05,0.025,0.05,0.025,0.05,304.64575189618915,-1.8487872120171571
3000,5.730829851250601,0.23592379497428892,34.25702167159099,0.018896802263946074,243.46903745816488,14.505613250939252,25.39717647469109,1.870238110017914,657.0597802582024,83.95841391038876,-11.01591385901952,-4.9466505813789965,3.509287396078098,-6.098749385024879,2.9488775351352707,1.2515523641767672,0.5139377227406758,0.3645959359268876,0.4868161053862994,0.3098592453843138,0.675,0.1201696376585025,0.125,0.05,0.175,0.0925687538676506,304.20028754807703,-1.6682949346981957
4000,5.748654271609451,0.2588964100316025,34.26031967589142,0.029943415458221132,249.33118050533307,12.75277243297715,25.694169822674635,1.8839072171823514,649.9257188889426,98.57789606180839,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.025,0.05,0.025,0.05,0.025,0.05,304.06225905078395,-1.8293652988805889
5000,5.831328833937333,0.2516421056984103,34.27726929824913,0.024267409159367176,230.84582810746375,12.081084641557391,26.19431943646289,1.5737131625763907,680.9109571198611,84.42469014393608,-12.623209350701131,-4.9466505813789965,3.386926108102369,-6.098749385024879,2.754780363627932,0.7971429617718009,0.5139377227406758,0.3518883280208056,0.2560052839146989,0.3017964657505616,0.525,0.1009826174455673,0.275,0.05,0.175,0.0992614098746884,303.46118417906723,-1.7714413959891715
6000,5.91468825988023,0.25788972062652377,34.29147659883778,0.0229847265062021,233.90921379526176,7.276710975580528,25.322883932430035,1.045873285173505,716.2868416482362,80.6112188817448,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.025,0.05,0.025,0.05,0.025,0.05,302.8667825199447,-1.808604285934706
7000,5.942125031396992,0.24627388178107126,34.29625389156831,0.0187603284173814,230.5763296327104,9.077216719618129,25.473432117048194,1.0520895013529037,735.3108182710596,67.88652867684625,-0.269498474753334,-1.6852221553114752,0.6202963282506898,0.0223138366884523,1.2242126443426675,-0.7208873194146967,0.1750880161362574,0.064446372749206,-0.8980488234433042,0.2308108214716004,0.6250000000000001,0.0279112488069848,0.325,0.05,0.075,0.034149504508637,302.67632725483065,-1.7249566148314273
8000,6.013591217142239,0.2698121765095367,34.309836600060166,0.026084914709998717,227.0403765481524,7.639962246596774,25.66891182048856,1.0758783195551507,760.0509622857772,65.0999566556354,-3.5359530845580025,-1.6852221553114752,1.3142521480852178,-2.42611145199688,1.1661002151696225,0.1954797034403661,0.1750880161362574,0.1365455130203522,0.0251944624430981,0.2308108214716004,0.7250000000000001,0.0799537225847887,0.175,0.05,0.125,0.0657349241159761,302.16260569550565,-1.883770517458203
9000,6.024634973633661,0.2685499182781109,34.3130225754947,0.026858607660820783,225.05235149780367,6.0206312611411,25.249831613507954,1.2442026915966757,753.7078573214112,53.286218563849715,-1.9880250503487389,-0.5980793466222991,1.0871428086891726,0.0223138366884523,1.2242126443426675,-0.4190802069806061,0.0621381139347846,0.1129499022014728,-0.2056163590285022,0.2308108214716004,0.8250000000000001,0.05,0.125,0.05,0.025,0.05,302.07420457729603,-1.8740715339891096
10000,6.030229779956276,0.2324003276803795,34.31406800184386,0.014876581976469926,222.05506034359365,7.225457783919356,25.700739560970593,1.2072530690272514,722.7541217617912,47.480870978287996,-2.997291154210018,-1.6852221553114752,0.9684514259849016,-2.42611145199688,0.818316679216149,0.4509079474626389,0.1750880161362574,0.1006205687899019,0.2560052839146989,0.2308108214716004,0.925,0.1100463407102556,0.025,0.05,0.075,0.0492635860586696,302.01234120119165,-1.621565388067978
11000,5.934005480014856,0.21659754343666307,34.29715847632394,0.008315460273601758,218.07592366536457,5.842894747619761,26.594918602353054,1.2494174512875091,782.8944907713828,37.17674332191424,-3.979136678229082,-0.5980793466222991,1.0871428086891726,-3.6503240963395474,1.2242126443426675,0.8941790413824613,0.0621381139347846,0.1129499022014728,0.7176269268578999,0.2308108214716004,0.7250000000000001,0.055796414384085,0.075,0.0315682291404453,0.225,0.026279194480476,302.76267782876675,-1.5173446765240044
12000,6.23619677419355,0.25695577940618364,34.34954838709678,0.018310650364019885,217.21518518518513,10.63970598673784,25.84057142857143,1.1671457990870422,741.5419354838708,45.4524265592594,-0.8607384801794353,-0.5980793466222991,1.0871428086891726,0.0223138366884523,0.8981664034929764,-0.7543471737816247,0.0621381139347846,0.1129499022014728,-1.1288596449149046,0.1916799556302001,0.475,0.0476403143070532,0.425,0.05,0.025,0.0668532142416639,300.5153244344074,-1.7767971534660774
