distance,mean_per_dist_bin_Temperature,std_per_dist_bin_Temperature,mean_per_dist_bin_Salinity,std_per_dist_bin_Salinity,mean_per_dist_bin_Doxy,std_per_dist_bin_Doxy,mean_per_dist_bin_Nitrate,std_per_dist_bin_Nitrate,mean_per_dist_bin_Pressure,std_per_dist_bin_Pressure,dOtot,dObgc,dObgc_std,dOmix,dOmix_std,dNtot,dNbgc,dNbgc_std,dNmix,dNmix_std,fO,fO_std,fabove,fabove_std,fbelow,fbelow_std,O2sat,O2sat_std
500,10.187797978993032,0.39219967584514387,34.78620032928651,0.05933486332252492,250.34246692093868,6.438855475320037,13.853241297813238,1.9241227679996757,480.4713122850984,84.51702593011318,-4.00217571822148,-1.842771704279752,2.4814882227340416,-3.0861671952110727,1.3589788919961947,1.2932412978132373,0.1914568004446495,0.2578210305994025,0.3510059384211756,0.2801528155431104,0.5750000000000001,0.1135577671579827,0.275,0.056191076340054,0.125,0.0621536970601351,274.2459415034632,-2.3005953850941125
1000,10.21402802944113,0.44018930001807294,34.797084003462594,0.0707288547918779,245.70994171732931,8.387654236388208,13.857548799790276,1.4358372961560064,488.1782779789282,117.51077638064787,-4.632525203609362,-1.4416576388902311,0.9946306968695604,-1.8128096346460003,0.7766395263533186,0.0043075019770384,0.1497826118327513,0.1033400492609206,-0.0208633802625155,0.113831718970788,0.675,0.1348029711274778,0.175,0.0601048164196588,0.125,0.0731033403172701,274.07636447738366,-2.5791274181179915
1500,10.196307195754823,0.4172162099074347,34.7951431449767,0.06333453013776984,241.69529013913055,5.6735794005099285,12.705778231292518,1.4428632369752024,546.6591619113715,105.23126057823583,-4.014651578198766,-0.2383154427216696,0.4011140653895202,-1.1761308543634632,0.6366787802825353,-1.1517705684977582,0.0247600459970566,0.0416741886118982,-0.5786673582880522,0.1859346593418456,0.8750000000000001,0.05,0.125,0.05,0.025,0.05,274.22607110925014,-2.4459638886659434
2000,10.290085409912434,0.432121803040691,34.81599134456459,0.0678624536927746,238.49984724505472,2.752555246200226,12.753428108108109,1.2149914459354934,508.81995559212083,68.74705599493916,-3.195442894075825,-1.040543573500711,0.7933856214111471,-1.8128096346460003,0.6801670839247818,0.0476498768155906,0.108108423220853,0.0824300013976033,-0.0208633802625155,0.1859346593418456,0.775,0.0669442411947156,0.125,0.0280615197804763,0.075,0.0400643671604732,273.6093090907297,-2.52364580890972
2500,10.358200696382418,0.42487731132948936,34.83149523014449,0.06597319955341475,236.25737915886478,2.241376304898004,13.18551388888889,1.130363682786498,496.32353378009,65.27960236662577,-2.2424680861899446,-0.6394295081111907,0.8404676031820529,-1.1761308543634632,0.6101183265760295,0.4320857807807812,0.0664342346089548,0.0873194177177574,0.16507127907933,0.1859346593418456,0.8250000000000001,0.0683240268850641,0.075,0.0355579755760056,0.075,0.0394101652339961,273.1728264795964,-2.474334610442696
3000,10.368079977964525,0.40276302519699647,34.82502152833245,0.06020264521539668,233.09860277556933,2.5499076581457283,12.9633125,1.0985190628798467,579.0976838164413,51.74077708598535,-3.1587763832954465,-1.040543573500711,0.6349557074100362,-1.1761308543634632,0.6271284839349065,-0.2222013888888891,0.108108423220853,0.0659693702909439,-0.0208633802625155,0.1859346593418456,0.775,0.0713596003751796,0.125,0.0325526903824093,0.075,0.0384729735669762,273.1877407517866,-2.344356387216436
3500,10.329136644812888,0.4050773535852632,34.81635301376774,0.06036244032652693,234.50475864852146,2.3144439981258693,12.78253846153846,1.1066884500363174,574.0248037981492,54.73766596222045,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.025,0.05,0.025,0.05,0.025,0.05,273.42782834433643,-2.36169176185183
4000,10.378274620258399,0.40653640131668756,34.82790832566435,0.06138392687411893,233.25076424571955,2.0443542842554967,12.3435,0.6656785385354306,587.3819304869124,53.53570683728332,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.025,0.05,0.025,0.05,0.025,0.05,273.1288016224411,-2.365261134613661
4500,10.46116192779041,0.41454934521767833,34.84786138948317,0.06639281917774242,231.88951460894415,1.1644815474072014,13.166666666666666,0.5436502143433366,585.5957082394631,50.77782105146975,-1.209088166625179,-0.6394295081111907,0.4106769718330007,-0.5394520740809279,0.6366787802825353,0.2033541666666654,0.0664342346089548,0.0426678133810944,-0.0208633802625155,0.1859346593418456,0.8750000000000001,0.0531112147326795,0.075,0.05,0.075,0.0187712371744076,272.6072711106221,-2.403533736691571
5000,10.539163729638636,0.3617924972440254,34.85851980500197,0.05195787932538712,226.864742238898,4.014881292690745,15.016176059557042,1.0139441762281196,638.0728359480124,41.50034923718371,-5.024772370046151,-1.4416576388902311,1.7721293132234623,-4.359524755776145,0.9883571938308248,1.849509392890376,0.1497826118327513,0.1841162312894082,1.2806792351304033,0.2833693680326828,0.525,0.1218437637563293,0.175,0.069282407161461,0.275,0.0565608303216224,272.173359306218,-2.090733907795965
